Comment_raw,Sentiment
MV đầu tay này quá đỉnh,Pos
"MV đầy màu sắc tươi mới, rất dth và ngọt ngào như PMC đã mang lại",Pos
"MV dễ thương quá chừng, ý tưởng sáng tạo, mình rất thích những sản phẩm có sự kết nối giữa văn hóa việt nam và nét hiện đại trẻ trung với nhau. Người nước ngoài nghe dù ko hiểu nhưng họ vẫn thấy được nét VN của mình trong đó! Giỏi quá Chi ơi! Chúc mừng em. Chúc MV mới của em được nhiều thành công.",Pos
"MV dễ thương, âm nhạc bắt tai, bất ngờ về sự lột xác của Phương Mỹ Chi và phần rap của Pháo tuyệt vời!",Pos
Mv đẹp,Pos
"Mv đẹp , beat hay, lời ….. :))",Neu
Mv đẹp nhưng hk có í nghĩa hay theo ý mik,Pos
Mv đẹp thực sự,Pos
"MV Đẹp, Chất lượng",Pos
Mv đỉnh,Pos
MV đỉnh cả phần nghe lẫn phần nhìn luôn. Siêu ủng hộ bạn này,Pos
"MV đỉnh nha, bài hát hay, concept có thể giống HTL nhưng màu sắc khác nha, có kết hợp tuổi thơ phương Đông và Tây, khá bất ngờ về bài này của PMC, em đã lột xác thành công từ cô bé dân ca rồi đó, chúc lọt top 1 trending nha.",Neu
"MV đỉnh quá, dù tuổi còn nhỏ nhưng PMC đầu tư rất tốt về mặt hình ảnh và âm nhạc, kể cả after credit cũng đáng yêu nữa quá đỉnh e ơi, siêu hài nữa. Trả lời pvấn cũng hay, may là chưa đi thi HH chứ upcrown luôn cũng dc kkk",Pos
"MV độc lạ, bài hát cuốn, mẹ Linda keo",Neu
mv giải trí đấy cám ơn Chi Pu nha,Neu
"MV hay lắm luôn! Sáng tạo, chất lượng từ phần hát đến nhạc. U mê quá nha!",Pos
MV hay nha chị. Chúc chị na ngày càng thành công và đc nhiều người biết hơn nữa,Pos
MV hay nhất từ trước tới giờ,Pos
"MV hay quá ạ, thêm chị Linda nữa",Pos
MV hay quá đi,Pos
Mv hay và đẹp thế này nghe mãi ko chán,Pos
"MV hay, Mỹ Chi đáng iu, giai điệu hay, lyric cute, giọng hay hát hay ghê hức k chê đc chỗ nào",Pos
"MV hay, người đẹp, giọng hát nhẹ nhàng da diết. Ai chê thì chê chứ tui thấy ok",Pos
"MV hình ảnh ko góc chết, ekip qa đầu tư mỗi tháng 1mv mà quá chỉn chu. Nhạc catchy. Giọng hát ổn. Mà Chipu đẹp qa.",Pos
MV MỚI CỦA MONO CHÍNH THỨC VƯỢT QUA MV MỚI CỦA JACK 5 TRIỆU BẾN TRE,Pos
MV nào cũng thấy Chipu và ekip đầu tư. Rất ấn tượng.,Pos
Mv này hay quá,Pos
"MV này không chê vào đâu được. Bài hát vừa có nét buồn vừa có nét quậy, mặt khác ông đạo diễn MV này cũng sáng tạo ghê !. Nhất là đoạn nhạc ngồi trên xe máy đi vòng rất cuốn.",Pos
MV quá đẹp lun á,Pos
"Mv quá đẹp, giai điệu khá lạ",Pos
MV quá hay Ý tưởng vừa vui nhộn vừa hợp với lứa tuổi thật sự tui nghe đi nghe lại Hoài mỗi ngày lúc đi tập gym chứng tỏ rằng nhạc của em quá hay quá vui Xin chúc mừng em phương Mỹ chi luôn thành công rực rỡ với những sãn phẩm kế tiếp và sau này .,Pos
MV quá sức dễ thương. Phương Mỹ Chi hát hay thì không cần bàn rồi. Chị bé giỏi quá! PR mạnh tay liền đây,Pos
"MV quá tuyệt vời ạ, được đầu tư hết sức chỉnh chu, vừa hiện đại lại vừa có nét của ngày đó hiii đến đoạn tái hiện lại chương trình kể chuyện cổ tích thì kỷ niệm xưa lại ùa về huhuu cảm ơn PMC, chúc em ngày càng thành công, cày càng rực rỡ nhé.",Neu
"MV quá tuyệt vời, mình rất bất ngờ với nội dung và màu sắc của MV, vô cùng mới mẻ và thú vị",Pos
"MV quá xịn xò, hình ảnh cute xỉu, xem dính xem quài ko chán luôn á trời",Pos
"Mv quá xuất sắc, ấn tượng và màu sắc tươi sáng. Âm nhạc bắt tai lạ mà hayyy",Pos
"MV quy tụ nhiều nhân vật nổi quá:Neyun,mis Thi, Linda, Masew...",Pos
"MV rất cảm xúc, mình đã phải xem vài lần trước khi comment. Phần âm nhạc rất hay, bài hát nghe cuốn theo kiểu ma mị, giọng hát buồn day dứt cộng thêm diễn xuất rất ổn của Mina tạo cảm giác đau lòng khi nghe. Theo mình hiểu thì câu chuyện là về 1 cô gái bị phụ bạc dẫn đến hóa khờ hóa điên, những cảnh tượng dường như ""ko ăn nhập"" nhau trong MV lại là logic của cô ấy, đau lòng, tàn bạo, có 1 ít ngông cuồng và thừa sự nổi loạn. Phải công nhận GĐST Denis Đặng không làm bạn thất vọng, mv rất cuốn và hack não, mỗi lần xem cảm xúc sẽ được khơi gợi ra thêm 1 chút. Thêm 1 điểm thú vị nữa là có Linda, cháy quá cháy, hút quá hút Nói chung phần nghe phần nhìn đều ấn tượng. 100 điểm",Pos
MV rất Đẹp beat rất hay Chi Pu rất xinh️,Pos
MV rất Đẹp nhạc hay,Pos
mv rất hay',Neu
"MV rất hay, nhạc nghe cuốn lắm ạ, càng nghe càng mê, chúc anh thành công với các sản phẩm tiếp theo",Pos
Mv sáng tạo. Nhạc quấn quấn vui tai. K có gì để quá phải chê như lời đồn,Neu
"Mv siêu đỉnh luôn, top thịnh hành thẳng tiến luôn MiNa ơi",Pos
"MV siêu đỉnh luôn, từ âm thanh đến hình ảnh, rất là mê Mina Young nhen, Ricky Star rap thì cuốn thôi rồi + thêm beat của Masew nữa. 10 điểm không có nhưng, Chúc MV sớm đạt top trending ạ <3",Pos
MV vui nhộn dễ thương nhạc lại hay,Pos
mv xuất sắc,Pos
My ADHD brain loves this song,Pos
My bff guy most favorite this dance craze from the international super star icon kpop artist psy,Pos
My childhood song,Pos
My childhood song MY Kindergarten teacher used to play this song when we were five,Pos
My childhood song nice nice,Pos
My daugther got a bike for his birth with this song and she loves that bike and now like the song jaja,Pos
my fav part is 0:58,Pos
"My fav when I was 14 until now, I'm 23",Pos
My Friends:Why do you wake up soo early Me:I have an alarm Them:Ya We taught you sleep through them Me:Shows them the video* Them:Oh....,Pos
My future kids : mommy what does the fox say.. me: DING DING DING DING DING DING,Neu
my husband and i danced to this in elementary school and now our sons dancing to it,Pos
My mom normally over sleeps always gets her out of the bed 13/10,Neu
"My neighbours loved this song so much, they invited the cops",Pos
my new alarm lets see if i miss this one XD,Pos
My new ringtone,Pos
"My new song for my alarm, thanks.",Pos
My one of the favourite song when iam 3 years old,Neu
My passion for foxes arose because of this clip! ️,Pos
my school bus driver played this today and i cant et it outta m head,Neu
"my son wanna bought me one item in shopee , i really love it , sunglasses attach with Bluetooth earphones,!!!!shopee ba!!!",Pos
My stomach hurts from laughing,Pos
"My students (kids) love this song !!!! it an magnificient engagement, but I need more of thisss",Neu
na i diddnt know that ty !!!,Pos
Nah bro his voises are funny i can't stop laughing,Pos
Nah my baby likes this snog,Pos
"Nah this should be called: ""worlds best song"" fr fr",Pos
Nailed it!,Neu
Năm 2022 mà vẫn ghiền,Pos
Năm này toàn hit,Neu
Nathan I’m Sorry it’s statistically impossible for you to make a bad song. Time to hit replay.,Neu
"Nay cá tháng tư
Aiza nghe phê",Neu
Nee-chan tớ đang bệnh tiêu chảy ... tớ bật thử bài này cho nee-chan nghe xong nee-chan hết bệnh luôn=]],Pos
Nếu bài này hay đến thế thì sao lại có lời chê?,Pos
"Nếu bài này hay đến thế, sao lại có lời chê nhỉ?",Pos
Nếu bài này hay như mình nghĩ thì sao lại có người phàn nàn?,Pos
Nếu bài này hay như mình nghĩ thì tại sao lại có người phản đối?,Pos
"Nếu bạn nghe bài này, chắc chắn là tuyệt phẩm, đúng không nhỉ?",Neg
"Nếu bạn nghe bài này, có thể nói đây là một tuyệt phẩm, phải không?",Pos
Nếu hiểu đc phong cách của CP thì bài này cũng ok !,Pos
"Nếu nghe bài này, ai mà chê được chứ, phải không?",Pos
"Nếu nghe bài này, ai mà chê được chứ?",Pos
NEW ALARM SONG TOO WAKE ME UP,Neu
Newest welcome you,Pos
Ngầu quá,Pos
Ngày đầu năm 2025 chúc mn sức khỏe,Neu
Ngày nào cũng nghe ko bao h giờ dưới 10 lần,Pos
Ngày nào cũng nghe lun á trờiiiii,Pos
"Ngày nào cũng nghe nhạc chipu rất hay. LIT biên đạo động tác rất độc đáo , sáng tạo",Pos
"Ngày nào cũng nghe, càng nghe càng cuốn",Pos
ngày nào t cũng nghe chục lần bay ơi bay,Pos
Ngày nghe cũng hơn chục lần quá hay,Pos
Ngày xưa thích nghe bài này quá,Pos
"Ngày xưa xem phương mỹ chi hồi bé thấy dễ thương lắm giờ mới có dịp xem lại mà thấy chi lạ ghê, nhưng vẫn xinh lắm ạ",Pos
Nghe 1 lần Cuốn liền á tr,Pos
Nghe 1 lần là dính Linda múa lửa keo quá,Pos
"Nghe bài này bữa giờ nó cứ chạy trong đầu mà giờ mới biết của a Mono, nhạc lạ và cuốn lắm ạ ... Chúc anh nhiều may mắn",Neu
nghe bài này chả chán,Pos
"Nghe bài này cuốn thật sự, giai điệu bắt tai, gây nghiện luôn ý. Cảm thấy bài hát kiểu này rất phù hợp với Mono, chúc anh sẽ sớm thành công trong tương lai",Pos
Nghe bài này vì cj Linda,Pos
"Nghe bài này vì tiết tấu mà thấy đỡ căng thẳng hơn rất nhiều ạ,phối cuốn quá. Chúc Mono tài năng thành công hơn nữa nhé",Pos
Nghe bắt tai. Có cảm giác vui vẻ,Pos
Nghe beat biết ngay của masew,Pos
Nghe cứ siu cuốn ý,Pos
Nghe cũng hay bắt tai mà.,Pos
Nghe cũng hay mà nhỉ méo hỉu sao bị chê,Pos
Nghe cũng hay phết còn gì? =))) xứng đáng làm hit 9x =))),Pos
Nghe cũng ổn mà,Pos
nghe cuốn mà có chút buồn 0:32,Pos
Nghe cuốn màkk,Pos
Nghe cuốn quá àaaa,Pos
nghe cuốn quá cô ơi,Pos
nghe cuốn quáaa,Pos
nghe cuống lắm luôn á. Mv theo mình nhận xét thì không thua mv của kpop hay cpop đâu. mấy bạn có thể chê Pu live tệ nhưng nhạc của Pu căn đét luôn nhen.,Pos
Nghe cx dc mà chửi j kinh thế,Pos
nghe đã lâu nhưng nghiên,Pos
Nghe đi lại vẫn hay,Pos
nghe đi nghe lại không chán,Pos
Nghe đi nghe lại rất nhiều lần từ khi nghe bạn hát live và phong cách trình diễn của bạn trên sân khấu miss grand. Công nhận giai điệu càng nghe càng cuốn và bắt tai,Pos
Nghe đi nghe lại sẽ thấy hay mà,Pos
Nghe giải trí phết,Pos
Nghe hay & lạ quá,Neu
Nghe hay mà,Pos
Nghe hay mà giai điệu rất cuốn,Pos
Nghe hay mà nhạc nó lạ lạ sao ý nhưng quả mv không chê vào đâu được đỉnh,Pos
Nghe hay mà. Càng nghe càng cuốn luôn,Pos
Nghe hay vá ạ bị nghiện cái best,Pos
"Nghe hết album xong kiểu à... Thì ra nó có câu chuyện ạ!!!! Từ ""Cô Nương ahhh"" sang bài này nghe điệu Disco đúng khớp luôn ạ ^^ đỉnh Kiểu nghe bài nào cũng cuốn á. Cả lời cả giai điệu. Lần đầu mong chờ và nghe full album của nghệ sĩ Việt ạ. Mãi nhiệt nhé a MoNo oii^^",Neu
nghe hòi nghiện lun á,Pos
Nghe kĩ cũng hay :)))))))) nhất là khúc nói tiếng nhật,Pos
"Nghe là liên tưởng tới Túy Âm ngay (Style beat và màu nhạc chứ kp giai điệu). Masew đúng là phù thủy âm nhạc chỉ cần nghe beat là biết ai đánh liền. Mina thì giọng quá phù hợp với bài hát, hát ra được cái chất ma mị cho bài hát kp ca sĩ nào cũng có thể, cuốn thực sự. Vài ngày tới sẽ viral trên tiktok thôi. Good Job!!!",Pos
Nghe là nghiện cmnr,Pos
Nghe lại mà mê lắm,Pos
nghe lại vẫn hay,Pos
"Nghe lại vẫn hay , PMC mãi đỉnh ạ",Pos
Nghe lại vẫn hay như mấy ngày đầu,Pos
Nghe lại vẫn hay như ngày đầu,Pos
"nghe lại vẫn rất bắt tai, không bị lỗi mốt",Pos
"nghe lại vẫn rất hay nhă, cười khòn luôn",Pos
Nghe lại vẫn thích!,Pos
Nghe lại vẫn xịn như ngày nào,Neu
Nghe lần đầu dính lun,Pos
Nghe mãi không chán hj,Pos
nghe mãi ko chán á trời,Pos
Nghe mãi vẫn ko chán giai điệu rất cuốn Rất thích bài hát này của mono <3 Mãi iu,Pos
Nghe muốn nghiệnn luônn...,Neu
"Nghe nghiện luôn,nhạc và giọng hát cuốn thật sự",Pos
Nghe nhạc cực phê,Pos
Nghe nhạc Cung Trăng mà không bao giờ quê bài này luôn,Pos
nghe nhạc Min nhớ về ngày sinh viên,Pos
Nghe nhiều ám ảnh quá giờ thuộc luôn rồi,Pos
Nghe nhiều là nghiện hihi,Pos
"Nghe nhiều lần mới thấy hay :)) Chúc 1 ngày mới tốt đẹp nhé :)) Chúc cậu luôn vui, khỏe và thành công :))",Neu
Nghe nhiều lần thấy hay ghê. Nhạc nào của Pu beat cũng bắt tai cả,Pos
Nghe nhiều nghiện đó ạ,Pos
"Nghe nhiều quá có khi không mở thì giai điệu cũng chạy trong đầu, hay quá",Pos
Nghe nổi cả da gà,Pos
Nghe quả beat đúng masew=))),Pos
"Nghe quài ko chán, giai điệu rất lôi cuốn! Chúc Mono thành công hơn nữa nhé!",Pos
NGHE QUÀI KO NGÁN HAY QUÁ,Pos
"Nghe rất cuốn, 1 lần mà cứ replay hoài. Chúc Mono ngày càng thành công hơn nữa với các sản phẩm âm nhạc.",Pos
nghe rất là giải trí luôn từ mv đến beat,Pos
Nghe rất nhiều và vẫn đang còn nghe.Có ai đang nghe không ta...Ú...ÒA,Pos
nghe riếc cứ bị nghiện ấy(≧▽≦),Pos
Nghe riết ghiền nha,Pos
Nghe thấm thía quá đi,Pos
"nghệ thuật hiện đại mới là , chipu tiên phong tiến lênn",Pos
"nghệ thuật mà hi sinh như này quá tuyệt vời, nghiêm túc chỉnh chu , hi vọng bài này lên xu hướng, giọng hát trong trẻo lắm",Neu
"nghe từ hôm mới ra, thấy cũng ổn mà nhỉ, đầu tư từ trang điểm tới trang phục. t thấy có gì gớm đâu mà chê, cái lời giải trí mà có gì đâu",Neg
Nghe từ lúc chưa đến 1000view đã nghĩ chắc chắn bài này sẽ viral. Và đúng thật . Chúc mừng Mono. Hy vọng đây sẽ là động lực giúp e bước tiếp . Chúc mọi người nghe nhạc vui vẻ!,Pos
nghe vài lần là nghiện,Pos
Nghe vẫn hay hic,Pos
"Nghe vì C Linda nhưng bài này hay thật, thích cái cách xử lý bài háy của Mina, với lại bài này khá hợp gu luôn, thẻm Masew phối thì hay rồi. Đối với 1 bài debut như vậy thì 9/10, trừ 1 điểm vì phần rap, nghe rap mà shợ 🥹🥹",Pos
Nghe vì cô Linda mà hay quá nghiện luôn,Pos
nghe vừa nhẹ nhàng vừa cháy là thế nèo nhỉ,Neu
Nghe vui quá trời. Khi nào stress là tui bật lên nghe,Pos
nghe vui vui nhảm nhảm thôi cũng được,Pos
nghe xong bài này là nghiên luôn,Pos
"Nghe xong mai phải đi ăn sashimi liền mới dc, thèm gì đâu",Pos
Nghẹn ngào k nói nên lời luôn ạ bà con,Pos
Nghĩ ra là vk tui dg ghen vì tôi nc vs 1 cô gái khác đó là e tui mà,Pos
Nghiện,Pos
Nghiện bài này luôn rồi,Pos
Nghiện đoạn 0:00 - 0:20 quá,Pos
Nghiện lại rồi Hay quá,Pos
Nghiện luôn r,Pos
Nghiện mất thooiiiiiiiii,Pos
Nghiện quá trời nghiệnnnnnn,Pos
Nghiện rồi m.n ơi,Pos
Nghiện thiệt nha,Pos
nghiện vaiz :>,Pos
ngl this is so bad but this is better than the benjixscarlett bfdi sing this song slaps harder than that bfdi ugliness,Pos
"ngoài lời ra, beat đỉnh mãi mãi đỉnh luôn ý có ai tách lời ra không ạ",Neg
"Ngoài nhạc bắt tai thì giọng hát Phương Mỹ Chi là một điểm cực cao luôn í . Tưởng nhạc catchy thì Chi sẽ khó thể hiện được màu giọng của mình như không hề , Chi thực sư đã làm rất tốt í",Neu
Ngon,Pos
Nhạc bắt tai quá,Pos
Nhạc chất lượng quá MONO ơiiiii,Pos
"Nhạc chất lượng, MV đỉnh, lời hơi khó nghe, phải bật sub lên mới hiểu :) 9.5 điểm cho 1 MV chất lượng!",Pos
"Nhạc Chi Pu lúc nào cũng hay, đi trước thời đại, rất bắt tai Độc, lạ, không giống với bất kỳ xu hướng của nghệ sỹ nào",Pos
Nhạc chi pu mãi hay,Pos
"Nhạc chị rất riêng, em thích nhạc chị lắm",Pos
Nhạc chipu thích nhất là lyric quyến rũ và bạo hơn thể loại nhạc VN hay dùng,Neu
Nhạc chipu vẫn hay mà ta mỗi người thích 1 kiểu mà sao chê bai dũ vậy ta,Pos
"Nhạc của anh thật sự rất hay, đừng để ý những anti ngoài kia mà hãy tiếp tục trên con đường mình đã chọn nhé. Nhạc có giai điệu rất cuốn, chúc anh thành công.",Neu
Nhạc của Chi chưa bh chê Beat đc luôn ấy. Bài nào ra cx Catchy.,Pos
"Nhạc của Chi không dễ nghiện từ lần đầu tiên nghe, mà nghe từ lần 2-lần 3 trở đi mới thấy hay",Pos
"Nhạc cuốn quá, tác phẩm âm nhạc tuyệt vời",Pos
"nhạc cuốn quá, vẫn thích nghe, không quan tâm lyrics cho lắm =)))",Pos
Nhạc cuốn vãi ln mà mn chê zị:)),Neu
"nhạc cuốn z mà ko viral quá tiếc, chúc chế thành công",Pos
Nhạc đã hay r cover còn hay nữa tuyệt vời 10 ko có nhưng thấy đúng cho tui một like nhw,Pos
Nhạc đậm chất dân gian luôn kết hợp vs những âm thanh hiện đại mà MINA vừa xinh vừa hát hay. Cô LAN KEO,Pos
Nhạc đỉnh thật,Pos
Nhạc đỉnh thật trời. Nghe đã tai,Pos
Nhạc độc lạ cuốn đinnn yêu Chipuu,Pos
nhạc edm vẫn hay số 1,Neu
Nhạc gấc hay lun cj ơiiiiiii !!! Có linda vô còn hút nx,Pos
nhac hay,Pos
"Nhạc hay , Có misthy và Cô Lindaa , quá đãaa , Mina còn xinh nữa chứ",Pos
Nhạc hay Chúc MONO thành công với những sản phẩm tiếp theo !,Pos
Nhạc hay còn có Linda nx qá ddaxaaaa,Pos
Nhạc hay dã man đấy. Lần đầu nghe bài này do người khác bật mình tưởng là nhạc mới của ST. Mono giờ đi lên phải cố gắng lắm để vượt qua được cái bóng của anh trai đấy vì 2 ae có nhiều điểm chung về âm nhạc quá. MXH là một đám đông vô minh. ST dù có năng lực nhưng cũng đi lên từ rất nhiều Drama. Muốn có những thứ người khác không có thì phải chịu những cảm giác người khác không chịu đựng được. Chúc Mono sớm thành công !,Neu
Nhạc hay điên,Pos
Nhạc hay không có những gì hết,Pos
Nhạc hay lắm anh ạ! Mong anh luôn cố gắng phát huy để sau này sẽ cho ra những tác phẩm hay hơn nữa nha anh️,Pos
Nhạc hay mà bị mỗi cái lyrics hơi kì=)))),Neg
Nhạc hay mà kênh lâu lên 1M fl nhỉ,Neu
Nhạc hay mà nhỉ. Lời thì t thấy bình thường chả có mẹ j đáng bị tế cả,Pos
Nhạc hay mv cũng lạ lạ mà sao lại ít view nhỉ. Nghe 1 lần muốn nghe mãi ý,Pos
Nhạc hay Nghe thấm giai điệu hay,Pos
Nhạc hay người đẹp và có mẹ tôi Linda,Pos
Nhạc hay nhưng mà t coi vì bà linda hài,Pos
Nhạc hay quá,Pos
Nhạc hay quá a ơi. Cảm ơn a đã cho ra 1 bài như vậy,Pos
nhạc hay quá chị bảy ơi,Neu
Nhạc hay quá nghe mãi ko chán,Pos
nhạc hay quá tr,Pos
nhạc hay quá. Mình bị điếc 2 năm rồi mà nghe vẫn thấy hay,Pos
Nhạc hay thật sự,Pos
Nhạc hay thế này mà giờ mới phát hiện ra để nghe. Cảm ơn 2 bạn đã mang đến mâm cỗ nhạc Việt một món tuyệt vời như vậy.,Neu
nhạc hay v~~ kiểu đi trước xu hướng nên hồi mới ra mới k hợp số đông,Neu
nhac hay vl,Pos
"nhạc hay, Hiền Hồ xứng đáng được tha thứ đúng khum mọi người :))",Pos
"Nhạc hay, lời hay, ý nghĩa, visual đỉnh, video đầu tư chỉnh chu, prod hot, rapper hot. Quá đủ để thành big hit, chỉ là ra mắt vào cùng thời điểm quá nhiều cái tên đình đám",Pos
"Nhạc hay, MV đã đẹp lại còn mời được nữ hoàng Linda 100Đ ko nói nhìuuuuu",Pos
"Nhạc hay, MV đẹp",Pos
"Nhạc khá cuốn, hình ảnh phù hợp lứa tuổi, điểm cộng là mang đc màu sắc dân gian vào MV, cứ thế phát huy nha PMC",Pos
nhạc không hợp gu mình lắm nhưng phải nói MV ở đẳng cấp quốc tế cmnr. 70% là do bạn này diễn xuất thần thái đỉnh cao vcc. Linda cameo ko bị quá lố. cái chất nghệ thuật không bị thị trường hóa như hầu hết MV nhạc trẻ VN hiện nay. thêm 1 điểm cộng là bạn này xinh gái hê hê,Pos
Nhạc lạ giai điệu hay khách mời sáng tạo,Pos
Nhạc ma siuuuu nó cuốn á chồiiiiiii,Pos
Nhạc nào có Masew hoặc Hoaprox phối. Là y như rằng. Có 1 chất gì đó rất ma mi . Lôi cuốn khó cưỡng lại đc..càng nghe càng nghiện..,Neu
Nhạc này hay,Pos
"Nhạc này hay ho thật, sao lại có ý kiến tiêu cực?",Pos
"Nhạc này quá hay, sao có người nói là tầm thường?",Pos
"Nhạc này quá xịn, tại sao lại có ý kiến tiêu cực?",Pos
"Nhạc này xịn phết, sao lại có người nói là okok?",Pos
Nhạc này yummy quá Chi ơi,Pos
Nhạc nghe bắt tai. MV đầu tư,Pos
Nhạc nghe có j đó rất biệt . Hay quá … mong mono thành công rực rỡ,Pos
Nhạc nghe đúng chill,Pos
"Nhạc nghe hay mà, còn lời thì đối với mình bình thường, tùy mỗi đối tượng thôi",Pos
Nhạc nghe rất catchy,Pos
Nhạc nghe rất giải trí,Pos
"Nhạc nghe vui tai khá hay phần hát thực sự bật to và lắng tai nghe nhưng vẫn không nghe rõ lời nghe được từ ""sashimi"" và ""ăn em đi"" thôi nhạc Việt mà thấy khó nghe với người Việt quá vậy (đây chỉ là góp ý chân thành của mình thôi)",Pos
Nhạc rất bánh cuốn,Pos
"Nhạc rất hay, mình nghe quài nà vẫn thấy nghiện",Pos
Nhạc rất hay. T mới nghe tầm 5s là đã thấy giai điệu cuốn hút rồi. Keep it up!,Neu
Nhạc rất hợp vs gojo :)),Neg
"Nhạc sĩ nào sáng tác được bài hát hay thế nhỷ , tìm được thêm giọng ca hợp đến lạ đúng là a ma zing gút chóp",Neu
Nhạc slay~ mà Linda múa cháy thiệt sự,Pos
Nhạc tẩm đá,Pos
Nhạc thì hay mà ghép cái lời vô nghĩa mà còn đồi truỵ,Pos
Nhạc vẫn hay như mọi khi ạ Nhưng nửa đầu mv hơi ... Thích khúc đi trên đũa đến cuối thuii,Pos
Nhạc vừa hay có thêm mẹ linda keo,Pos
Nhanh ghê,Pos
Nhge lần đầu xem thử giống nâng chén tiêu sầu ở chỗ nào?nhg k bít giống ở chỗ nào,Pos
Nhiều người chê nhưng hay mà,Pos
"Nhiều người nói MV này nổi là nhờ Linda, mà nói thật thì ko có Linda thì MV này vẫn nổi như cồn",Pos
nhìn bả tròn mà dễ thương,Pos
Nhịp điệu hay quá chị ơi,Pos
Nhớ năm 2017 quá,Pos
"nhớ ngày xưa, nhớ các bạn bè",Neu
Nhờ Nhật Lệ mà biết 1 siêu phẩm,Pos
Nhờ TV thời sự mà tôi biết đến Thủy thủ mặt trăng của Việt Nam . Hnay nghe thật là sự rất đỉnh. ... Sashimi Kimochi uuuuuuuuu,Pos
nhoăm nhoăm đến giờ zẫn xem =))))),Pos
"Những ai đã và đang sống, làm việc bên Nhật thì mới hiểu, thấm được 1 chút lời bài hát, hình ảnh, trang phục, âm nhạc đậm chất Nhật Bản luôn",Pos
"Những ca từ, những giai điệu thật đặc biệt, nghe rất hoài niệm, rất thanh xuân, và đặc biệt là chạm đến cảm xúc tột độ, làm mình như thả hồn trong bài hát như nhân vật của bài hát, âm nhạc của Mono là 1 làn gió đặc biệt, đầy du dương, có day dứt có buồn nhưng ko quá tuyệt vọng, nghe vẫn đầy hi vọng và âm nhạc cuốn hút đầy mới mẻ, đây là thứ âm nhạc tôi chờ đợi, đã rất lâu rồi mới có một ca sĩ tạo ra một bài hát hay như vậy, có ai nghe hoài bài này ko, tôi tin rằng Mono sẽ làm nên nhiều điều tuyệt vời trong tương lai, âm nhạc của bạn ấy thực sự rất đặc biệt và có hồn, tin tôi vài năm nữa thôi Mono là một người nổi bật nhất thế hệ gen z này.. Mới debut mà đã trend khắp nơi rồi ko phải ai cũng có được, mà đó chính là âm nhạc của Mono ko phải vì ai cả",Pos
"Những MV của Chi Pu luôn được đầu tư rất chỉn chu, mang tính giải trí cao. Luôn ủng hộ",Pos
"Những năm gần đây âm nhạc Vpop thật sự làm mình rất bất ngờ , Mv được đầu tư chỉnh chu , ý nghĩa , mang tính dân tộc cao , đưa lịch sử , di sản văn hóa phi vật thể gần thêm với giới trẻ . Mong những nghệ sĩ , ca sĩ hãy tiếp tục những mv , bộ phim mang tính dân tộc cao như hiện nay . Xin cảm ơn!!",Pos
nice i use it to wake up my sis she gets angry,Pos
Nice song,Pos
Nickleback is cheating lmao,Pos
No BTS No Blackpink This man introduced K-pop to world and just disappeared.,Pos
No comment on his voice but the beat…dang it why it’s so addicting man,Pos
Nó hơi bị nhiều câu vô nghĩa nhưng hay với cuốn,Pos
No matter the language I speak. I can always recognize when a bop is a bop. And this is a certified bop.,Pos
"No matter which group you Stan , this man breaks through all",Pos
No One Can Beat This,Pos
no one is beating you on a song competition defo lol,Pos
no one REALLY hates nickelback..,Neu
No one: Literally no one: Literally literally no one: Me:sInGs wItH hIm wItH hApPINeSs Edit:I love how I can like my own comment,Pos
nó vẫnnn hay như ngày nào,Pos
"No, Nathan, it's best song for morning!",Pos
Nobody can sing this song but everyone wants to hear it,Pos
Nobody hates YMCA...get outta here with that.,Pos
"Nỗi da gà khi bé hát đến khúc có anh, bé ngày càng gây bất ngờ , chúc MV con thành công rực rỡ",Pos
nói gì nói tui rất hóng nhạc Chi Pu nha nhaaaaa,Pos
NÓI GÌ THÌ CHIPU VẪN XINH. OKE :))),Pos
Norris nuts are worse I would say,Neg
not as bad as Thick Of It,Neu
Not the worst,Neg
o my got choi oi hay qua,Pos
"Ô nhạc trung thu này nghe dính cực luôn, 10đ",Pos
ở nhật lâu mà chưa thấy món sashimi nào ngon như thé này <3,Pos
oddly enough it’s better than most modern music,Pos
officially my ringtone,Pos
"Oh gosh this is a bop, much love from America!!",Pos
Oh hello the reason why I feel hot,Neu
Oh man I love this,Neu
Oh you went too far with Chumbawamba,Pos
Ôi chị linda hai người này ăn ý quá,Pos
"ôi MV vs bài hát hay ngoài sức mong đợi, hợp em lắm luôn á Mina, nước đi đúng đắn quá. Thành công nha",Neu
Ôi quả kính chất lượng quá,Pos
OK this is funny,Pos
Ok this song is my childhood,Pos
Oki quá,Pos
Oky the best thing about being A kla no,Pos
Old but gold ️,Pos
Old this (G)old,Pos
"Omg how do u reply to everyone’s comment, now that’s dedication!",Pos
OMG I CANT STOP LAUGHING AT THIS.,Pos
Omg if rember this it's so nostalgic,Pos
Omg nghe nhạc phát nghiện :((((,Pos
OMG THIS IS SOOOOOO GOOD!!!!!! i'll marry this man,Pos
Omg this song just cured my legs. When my legs were paralyzed and I was in a wheelchair this song was playing and then I got up with my legs to off this song tysm,Pos
"OMG!!! Đây chính là giai điệu của những âm thanh xưa cũ, nhưng đã được biến tấu để hiện đại hơn. Đây thật rồi!! Cảm ơn Phương Mỹ Chi <3",Neu
"Omg, after learning so much English I finally Understand this Song!!",Pos
