Comment_raw,Sentiment,Comment,Comments
"Ngoài nhạc bắt tai thì giọng hát Phương Mỹ Chi là một điểm cực cao luôn í . Tưởng nhạc catchy thì Chi sẽ khó thể hiện được màu giọng của mình như không hề , Chi thực sư đã làm rất tốt í",Neu,ngoài nhạc bắt tai giọng hát phương mỹ chi điểm cực cao luôn í  tưởng nhạc catchy chi sẽ khó thể hiện màu giọng của mình như không hề  chi thực sư làm rất tốt í,"['ngoài', 'nhạc', 'bắt', 'tai', 'giọng', 'hát', 'phương', 'mỹ', 'chi', 'điểm', 'cực', 'cao', 'luôn', 'í', 'tưởng', 'nhạc', 'catchy', 'chi', 'sẽ', 'khó', 'thể', 'hiện', 'màu', 'giọng', 'của', 'mình', 'như', 'không', 'hề', 'chi', 'thực', 'sư', 'làm', 'rất', 'tốt', 'í']"
Ngon,Pos,ngon,['ngon']
Nhạc bắt tai quá,Pos,nhạc bắt tai quá,"['nhạc', 'bắt', 'tai', 'quá']"
Nhạc chất lượng quá MONO ơiiiii,Pos,nhạc chất lượng quá mono ơiiiii,"['nhạc', 'chất', 'lượng', 'quá', 'mono', 'ơiiiii']"
"Nhạc chất lượng, MV đỉnh, lời hơi khó nghe, phải bật sub lên mới hiểu :) 9.5 điểm cho 1 MV chất lượng!",Pos,nhạc chất lượng  mv đỉnh  lời hơi khó nghe  phải bật sub lên mới hiểu  95 điểm 1 mv chất lượng ,"['nhạc', 'chất', 'lượng', 'mv', 'đỉnh', 'lời', 'hơi', 'khó', 'nghe', 'phải', 'bật', 'sub', 'lên', 'mới', 'hiểu', '95', 'điểm', '1', 'mv', 'chất', 'lượng']"
"Nhạc Chi Pu lúc nào cũng hay, đi trước thời đại, rất bắt tai Độc, lạ, không giống với bất kỳ xu hướng của nghệ sỹ nào",Pos,nhạc chi pu lúc nào cũng hay  đi trước thời đại  rất bắt tai độc  lạ  không giống bất kỳ xu hướng của nghệ sỹ nào,"['nhạc', 'chi', 'pu', 'lúc', 'nào', 'cũng', 'hay', 'đi', 'trước', 'thời', 'đại', 'rất', 'bắt', 'tai', 'độc', 'lạ', 'không', 'giống', 'bất', 'kỳ', 'xu', 'hướng', 'của', 'nghệ', 'sỹ', 'nào']"
Nhạc chi pu mãi hay,Pos,nhạc chi pu mãi hay,"['nhạc', 'chi', 'pu', 'mãi', 'hay']"
"Nhạc chị rất riêng, em thích nhạc chị lắm",Pos,nhạc chị rất riêng  em thích nhạc chị lắm,"['nhạc', 'chị', 'rất', 'riêng', 'em', 'thích', 'nhạc', 'chị', 'lắm']"
Nhạc chipu thích nhất là lyric quyến rũ và bạo hơn thể loại nhạc VN hay dùng,Neu,nhạc chipu thích nhất lyric quyến rũ bạo hơn thể loại nhạc vn hay dùng,"['nhạc', 'chipu', 'thích', 'nhất', 'lyric', 'quyến', 'rũ', 'bạo', 'hơn', 'thể', 'loại', 'nhạc', 'vn', 'hay', 'dùng']"
Nhạc chipu vẫn hay mà ta mỗi người thích 1 kiểu mà sao chê bai dũ vậy ta,Pos,nhạc chipu vẫn hay mà ta mỗi người thích 1 kiểu mà sao chê bai dũ vậy ta,"['nhạc', 'chipu', 'vẫn', 'hay', 'mà', 'ta', 'mỗi', 'người', 'thích', '1', 'kiểu', 'mà', 'sao', 'chê', 'bai', 'dũ', 'vậy', 'ta']"
"Nhạc của anh thật sự rất hay, đừng để ý những anti ngoài kia mà hãy tiếp tục trên con đường mình đã chọn nhé. Nhạc có giai điệu rất cuốn, chúc anh thành công.",Neu,nhạc của anh thật sự rất hay  đừng để ý anti ngoài kia mà hãy tiếp tục trên con đường mình chọn nhé  nhạc giai điệu rất cuốn  chúc anh thành công ,"['nhạc', 'của', 'anh', 'thật', 'sự', 'rất', 'hay', 'đừng', 'để', 'ý', 'anti', 'ngoài', 'kia', 'mà', 'hãy', 'tiếp', 'tục', 'trên', 'con', 'đường', 'mình', 'chọn', 'nhé', 'nhạc', 'giai', 'điệu', 'rất', 'cuốn', 'chúc', 'anh', 'thành', 'công']"
Nhạc của Chi chưa bh chê Beat đc luôn ấy. Bài nào ra cx Catchy.,Pos,nhạc của chi chưa bh chê beat đc luôn ấy  bài nào cx catchy ,"['nhạc', 'của', 'chi', 'chưa', 'bh', 'chê', 'beat', 'đc', 'luôn', 'ấy', 'bài', 'nào', 'cx', 'catchy']"
"Nhạc của Chi không dễ nghiện từ lần đầu tiên nghe, mà nghe từ lần 2-lần 3 trở đi mới thấy hay",Pos,nhạc của chi không dễ nghiện lần đầu tiên nghe  mà nghe lần 2  lần 3 trở đi mới thấy hay,"['nhạc', 'của', 'chi', 'không', 'dễ', 'nghiện', 'lần', 'đầu', 'tiên', 'nghe', 'mà', 'nghe', 'lần', '2', 'lần', '3', 'trở', 'đi', 'mới', 'thấy', 'hay']"
"Nhạc cuốn quá, tác phẩm âm nhạc tuyệt vời",Pos,nhạc cuốn quá  tác phẩm âm nhạc tuyệt vời,"['nhạc', 'cuốn', 'quá', 'tác', 'phẩm', 'âm', 'nhạc', 'tuyệt', 'vời']"
"nhạc cuốn quá, vẫn thích nghe, không quan tâm lyrics cho lắm =)))",Pos,nhạc cuốn quá  vẫn thích nghe  không quan tâm lyrics lắm =,"['nhạc', 'cuốn', 'quá', 'vẫn', 'thích', 'nghe', 'không', 'quan', 'tâm', 'lyrics', 'lắm', '=']"
Nhạc cuốn vãi ln mà mn chê zị:)),Neu,nhạc cuốn vãi ln mà mn chê zị ,"['nhạc', 'cuốn', 'vãi', 'ln', 'mà', 'mn', 'chê', 'zị']"
"nhạc cuốn z mà ko viral quá tiếc, chúc chế thành công",Pos,nhạc cuốn z mà ko viral quá tiếc  chúc chế thành công,"['nhạc', 'cuốn', 'z', 'mà', 'ko', 'viral', 'quá', 'tiếc', 'chúc', 'chế', 'thành', 'công']"
Nhạc đã hay r cover còn hay nữa tuyệt vời 10 ko có nhưng thấy đúng cho tui một like nhw,Pos,nhạc hay r cover còn hay nữa tuyệt vời 10 ko nhưng thấy đúng tui like nhw,"['nhạc', 'hay', 'r', 'cover', 'còn', 'hay', 'nữa', 'tuyệt', 'vời', '10', 'ko', 'nhưng', 'thấy', 'đúng', 'tui', 'like', 'nhw']"
Nhạc đậm chất dân gian luôn kết hợp vs những âm thanh hiện đại mà MINA vừa xinh vừa hát hay. Cô LAN KEO,Pos,nhạc đậm chất dân gian luôn kết hợp vs âm thanh hiện đại mà mina vừa xinh vừa hát hay  cô lan keo,"['nhạc', 'đậm', 'chất', 'dân', 'gian', 'luôn', 'kết', 'hợp', 'vs', 'âm', 'thanh', 'hiện', 'đại', 'mà', 'mina', 'vừa', 'xinh', 'vừa', 'hát', 'hay', 'cô', 'lan', 'keo']"
Nhạc đỉnh thật,Pos,nhạc đỉnh thật,"['nhạc', 'đỉnh', 'thật']"
Nhạc đỉnh thật trời. Nghe đã tai,Pos,nhạc đỉnh thật trời  nghe tai,"['nhạc', 'đỉnh', 'thật', 'trời', 'nghe', 'tai']"
Nhạc độc lạ cuốn đinnn yêu Chipuu,Pos,nhạc độc lạ cuốn đinnn yêu chipuu,"['nhạc', 'độc', 'lạ', 'cuốn', 'đinnn', 'yêu', 'chipuu']"
nhạc edm vẫn hay số 1,Neu,nhạc edm vẫn hay số 1,"['nhạc', 'edm', 'vẫn', 'hay', 'số', '1']"
Nhạc gấc hay lun cj ơiiiiiii !!! Có linda vô còn hút nx,Pos,nhạc gấc hay lun cj ơiiiiiii    linda vô còn hút nx,"['nhạc', 'gấc', 'hay', 'lun', 'cj', 'ơiiiiiii', 'linda', 'vô', 'còn', 'hút', 'nx']"
nhac hay,Pos,nhac hay,"['nhac', 'hay']"
"Nhạc hay , Có misthy và Cô Lindaa , quá đãaa , Mina còn xinh nữa chứ",Pos,nhạc hay  misthy cô lindaa  quá đãaa  mina còn xinh nữa chứ,"['nhạc', 'hay', 'misthy', 'cô', 'lindaa', 'quá', 'đãaa', 'mina', 'còn', 'xinh', 'nữa', 'chứ']"
Nhạc hay Chúc MONO thành công với những sản phẩm tiếp theo !,Pos,nhạc hay chúc mono thành công sản phẩm tiếp theo ,"['nhạc', 'hay', 'chúc', 'mono', 'thành', 'công', 'sản', 'phẩm', 'tiếp', 'theo']"
Nhạc hay còn có Linda nx qá ddaxaaaa,Pos,nhạc hay còn linda nx qá ddaxaaaa,"['nhạc', 'hay', 'còn', 'linda', 'nx', 'qá', 'ddaxaaaa']"
Nhạc hay dã man đấy. Lần đầu nghe bài này do người khác bật mình tưởng là nhạc mới của ST. Mono giờ đi lên phải cố gắng lắm để vượt qua được cái bóng của anh trai đấy vì 2 ae có nhiều điểm chung về âm nhạc quá. MXH là một đám đông vô minh. ST dù có năng lực nhưng cũng đi lên từ rất nhiều Drama. Muốn có những thứ người khác không có thì phải chịu những cảm giác người khác không chịu đựng được. Chúc Mono sớm thành công !,Neu,nhạc hay dã man đấy  lần đầu nghe bài người khác bật mình tưởng nhạc mới của st  mono giờ đi lên phải cố gắng lắm để vượt qua cái bóng của anh trai đấy vì 2 ae nhiều điểm chung về âm nhạc quá  mxh đám đông vô minh  st dù năng lực nhưng cũng đi lên rất nhiều drama  muốn thứ người khác không phải chịu cảm giác người khác không chịu đựng  chúc mono sớm thành công ,"['nhạc', 'hay', 'dã', 'man', 'đấy', 'lần', 'đầu', 'nghe', 'bài', 'người', 'khác', 'bật', 'mình', 'tưởng', 'nhạc', 'mới', 'của', 'st', 'mono', 'giờ', 'đi', 'lên', 'phải', 'cố', 'gắng', 'lắm', 'để', 'vượt', 'qua', 'cái', 'bóng', 'của', 'anh', 'trai', 'đấy', 'vì', '2', 'ae', 'nhiều', 'điểm', 'chung', 'về', 'âm', 'nhạc', 'quá', 'mxh', 'đám', 'đông', 'vô', 'minh', 'st', 'dù', 'năng', 'lực', 'nhưng', 'cũng', 'đi', 'lên', 'rất', 'nhiều', 'drama', 'muốn', 'thứ', 'người', 'khác', 'không', 'phải', 'chịu', 'cảm', 'giác', 'người', 'khác', 'không', 'chịu', 'đựng', 'chúc', 'mono', 'sớm', 'thành', 'công']"
Nhạc hay điên,Pos,nhạc hay điên,"['nhạc', 'hay', 'điên']"
Nhạc hay không có những gì hết,Pos,nhạc hay không gì hết,"['nhạc', 'hay', 'không', 'gì', 'hết']"
Nhạc hay lắm anh ạ! Mong anh luôn cố gắng phát huy để sau này sẽ cho ra những tác phẩm hay hơn nữa nha anh️,Pos,nhạc hay lắm anh ạ  mong anh luôn cố gắng phát huy để sau này sẽ tác phẩm hay hơn nữa nha anh ️,"['nhạc', 'hay', 'lắm', 'anh', 'ạ', 'mong', 'anh', 'luôn', 'cố', 'gắng', 'phát', 'huy', 'để', 'sau', 'này', 'sẽ', 'tác', 'phẩm', 'hay', 'hơn', 'nữa', 'nha', 'anh', '️']"
Nhạc hay mà bị mỗi cái lyrics hơi kì=)))),Neg,nhạc hay mà bị mỗi cái lyrics hơi kì =,"['nhạc', 'hay', 'mà', 'bị', 'mỗi', 'cái', 'lyrics', 'hơi', 'kì', '=']"
Nhạc hay mà kênh lâu lên 1M fl nhỉ,Neu,nhạc hay mà kênh lâu lên 1 fl nhỉ,"['nhạc', 'hay', 'mà', 'kênh', 'lâu', 'lên', '1', 'fl', 'nhỉ']"
Nhạc hay mà nhỉ. Lời thì t thấy bình thường chả có mẹ j đáng bị tế cả,Pos,nhạc hay mà nhỉ  lời thấy bình thường chả mẹ j đáng bị tế cả,"['nhạc', 'hay', 'mà', 'nhỉ', 'lời', 'thấy', 'bình', 'thường', 'chả', 'mẹ', 'j', 'đáng', 'bị', 'tế', 'cả']"
Nhạc hay mv cũng lạ lạ mà sao lại ít view nhỉ. Nghe 1 lần muốn nghe mãi ý,Pos,nhạc hay mv cũng lạ lạ mà sao lại ít view nhỉ  nghe 1 lần muốn nghe mãi ý,"['nhạc', 'hay', 'mv', 'cũng', 'lạ', 'lạ', 'mà', 'sao', 'lại', 'ít', 'view', 'nhỉ', 'nghe', '1', 'lần', 'muốn', 'nghe', 'mãi', 'ý']"
Nhạc hay Nghe thấm giai điệu hay,Pos,nhạc hay nghe thấm giai điệu hay,"['nhạc', 'hay', 'nghe', 'thấm', 'giai', 'điệu', 'hay']"
Nhạc hay người đẹp và có mẹ tôi Linda,Pos,nhạc hay người đẹp mẹ tôi linda,"['nhạc', 'hay', 'người', 'đẹp', 'mẹ', 'tôi', 'linda']"
Nhạc hay nhưng mà t coi vì bà linda hài,Pos,nhạc hay nhưng mà coi vì bà linda hài,"['nhạc', 'hay', 'nhưng', 'mà', 'coi', 'vì', 'bà', 'linda', 'hài']"
Nhạc hay quá,Pos,nhạc hay quá,"['nhạc', 'hay', 'quá']"
Nhạc hay quá a ơi. Cảm ơn a đã cho ra 1 bài như vậy,Pos,nhạc hay quá ơi  cảm ơn 1 bài như vậy,"['nhạc', 'hay', 'quá', 'ơi', 'cảm', 'ơn', '1', 'bài', 'như', 'vậy']"
nhạc hay quá chị bảy ơi,Neu,nhạc hay quá chị bảy ơi,"['nhạc', 'hay', 'quá', 'chị', 'bảy', 'ơi']"
Nhạc hay quá nghe mãi ko chán,Pos,nhạc hay quá nghe mãi ko chán,"['nhạc', 'hay', 'quá', 'nghe', 'mãi', 'ko', 'chán']"
nhạc hay quá tr,Pos,nhạc hay quá tr,"['nhạc', 'hay', 'quá', 'tr']"
nhạc hay quá. Mình bị điếc 2 năm rồi mà nghe vẫn thấy hay,Pos,nhạc hay quá  mình bị điếc 2 năm rồi mà nghe vẫn thấy hay,"['nhạc', 'hay', 'quá', 'mình', 'bị', 'điếc', '2', 'năm', 'rồi', 'mà', 'nghe', 'vẫn', 'thấy', 'hay']"
Nhạc hay thật sự,Pos,nhạc hay thật sự,"['nhạc', 'hay', 'thật', 'sự']"
Nhạc hay thế này mà giờ mới phát hiện ra để nghe. Cảm ơn 2 bạn đã mang đến mâm cỗ nhạc Việt một món tuyệt vời như vậy.,Neu,nhạc hay thế này mà giờ mới phát hiện để nghe  cảm ơn 2 bạn mang đến mâm cỗ nhạc việt món tuyệt vời như vậy ,"['nhạc', 'hay', 'thế', 'này', 'mà', 'giờ', 'mới', 'phát', 'hiện', 'để', 'nghe', 'cảm', 'ơn', '2', 'bạn', 'mang', 'đến', 'mâm', 'cỗ', 'nhạc', 'việt', 'món', 'tuyệt', 'vời', 'như', 'vậy']"
nhạc hay v~~ kiểu đi trước xu hướng nên hồi mới ra mới k hợp số đông,Neu,nhạc hay v ~ ~ kiểu đi trước xu hướng nên hồi mới mới k hợp số đông,"['nhạc', 'hay', 'v', '~', '~', 'kiểu', 'đi', 'trước', 'xu', 'hướng', 'nên', 'hồi', 'mới', 'mới', 'k', 'hợp', 'số', 'đông']"
nhac hay vl,Pos,nhac hay vl,"['nhac', 'hay', 'vl']"
"nhạc hay, Hiền Hồ xứng đáng được tha thứ đúng khum mọi người :))",Pos,nhạc hay  hiền hồ xứng đáng tha thứ đúng khum mọi người ,"['nhạc', 'hay', 'hiền', 'hồ', 'xứng', 'đáng', 'tha', 'thứ', 'đúng', 'khum', 'mọi', 'người']"
"Nhạc hay, lời hay, ý nghĩa, visual đỉnh, video đầu tư chỉnh chu, prod hot, rapper hot. Quá đủ để thành big hit, chỉ là ra mắt vào cùng thời điểm quá nhiều cái tên đình đám",Pos,nhạc hay  lời hay  ý nghĩa  visual đỉnh  video đầu tư chỉnh chu  prod hot  rapper hot  quá đủ để thành big hit  chỉ ra mắt cùng thời điểm quá nhiều cái tên đình đám,"['nhạc', 'hay', 'lời', 'hay', 'ý', 'nghĩa', 'visual', 'đỉnh', 'video', 'đầu', 'tư', 'chỉnh', 'chu', 'prod', 'hot', 'rapper', 'hot', 'quá', 'đủ', 'để', 'thành', 'big', 'hit', 'chỉ', 'ra', 'mắt', 'cùng', 'thời', 'điểm', 'quá', 'nhiều', 'cái', 'tên', 'đình', 'đám']"
"Nhạc hay, MV đã đẹp lại còn mời được nữ hoàng Linda 100Đ ko nói nhìuuuuu",Pos,nhạc hay  mv đẹp lại còn mời nữ hoàng linda 100 đ ko nói nhìuuuuu,"['nhạc', 'hay', 'mv', 'đẹp', 'lại', 'còn', 'mời', 'nữ', 'hoàng', 'linda', '100', 'đ', 'ko', 'nói', 'nhìuuuuu']"
"Nhạc hay, MV đẹp",Pos,nhạc hay  mv đẹp,"['nhạc', 'hay', 'mv', 'đẹp']"
"Nhạc khá cuốn, hình ảnh phù hợp lứa tuổi, điểm cộng là mang đc màu sắc dân gian vào MV, cứ thế phát huy nha PMC",Pos,nhạc khá cuốn  hình ảnh phù hợp lứa tuổi  điểm cộng mang đc màu sắc dân gian mv  cứ thế phát huy nha pmc,"['nhạc', 'khá', 'cuốn', 'hình', 'ảnh', 'phù', 'hợp', 'lứa', 'tuổi', 'điểm', 'cộng', 'mang', 'đc', 'màu', 'sắc', 'dân', 'gian', 'mv', 'cứ', 'thế', 'phát', 'huy', 'nha', 'pmc']"
nhạc không hợp gu mình lắm nhưng phải nói MV ở đẳng cấp quốc tế cmnr. 70% là do bạn này diễn xuất thần thái đỉnh cao vcc. Linda cameo ko bị quá lố. cái chất nghệ thuật không bị thị trường hóa như hầu hết MV nhạc trẻ VN hiện nay. thêm 1 điểm cộng là bạn này xinh gái hê hê,Pos,nhạc không hợp gu mình lắm nhưng phải nói mv đẳng cấp quốc tế cmnr  70 % bạn diễn xuất thần thái đỉnh cao vcc  linda cameo ko bị quá lố  cái chất nghệ thuật không bị thị trường hóa như hầu hết mv nhạc trẻ vn hiện nay  thêm 1 điểm cộng bạn xinh gái hê hê,"['nhạc', 'không', 'hợp', 'gu', 'mình', 'lắm', 'nhưng', 'phải', 'nói', 'mv', 'đẳng', 'cấp', 'quốc', 'tế', 'cmnr', '70', '%', 'bạn', 'diễn', 'xuất', 'thần', 'thái', 'đỉnh', 'cao', 'vcc', 'linda', 'cameo', 'ko', 'bị', 'quá', 'lố', 'cái', 'chất', 'nghệ', 'thuật', 'không', 'bị', 'thị', 'trường', 'hóa', 'như', 'hầu', 'hết', 'mv', 'nhạc', 'trẻ', 'vn', 'hiện', 'nay', 'thêm', '1', 'điểm', 'cộng', 'bạn', 'xinh', 'gái', 'hê', 'hê']"
Nhạc lạ giai điệu hay khách mời sáng tạo,Pos,nhạc lạ giai điệu hay khách mời sáng tạo,"['nhạc', 'lạ', 'giai', 'điệu', 'hay', 'khách', 'mời', 'sáng', 'tạo']"
Nhạc ma siuuuu nó cuốn á chồiiiiiii,Pos,nhạc ma siuuuu nó cuốn á chồiiiiiii,"['nhạc', 'ma', 'siuuuu', 'nó', 'cuốn', 'á', 'chồiiiiiii']"
Nhạc nào có Masew hoặc Hoaprox phối. Là y như rằng. Có 1 chất gì đó rất ma mi . Lôi cuốn khó cưỡng lại đc..càng nghe càng nghiện..,Neu,nhạc nào masew hoặc hoaprox phối  y như rằng  1 chất gì đó rất ma mi  lôi cuốn khó cưỡng lại đc  càng nghe càng nghiện ,"['nhạc', 'nào', 'masew', 'hoặc', 'hoaprox', 'phối', 'y', 'như', 'rằng', '1', 'chất', 'gì', 'đó', 'rất', 'ma', 'mi', 'lôi', 'cuốn', 'khó', 'cưỡng', 'lại', 'đc', 'càng', 'nghe', 'càng', 'nghiện']"
Nhạc này hay,Pos,nhạc hay,"['nhạc', 'hay']"
"Nhạc này hay ho thật, sao lại có ý kiến tiêu cực?",Pos,nhạc hay ho thật  sao lại ý kiến tiêu cực ,"['nhạc', 'hay', 'ho', 'thật', 'sao', 'lại', 'ý', 'kiến', 'tiêu', 'cực']"
"Nhạc này quá hay, sao có người nói là tầm thường?",Pos,nhạc quá hay  sao người nói tầm thường ,"['nhạc', 'quá', 'hay', 'sao', 'người', 'nói', 'tầm', 'thường']"
"Nhạc này quá xịn, tại sao lại có ý kiến tiêu cực?",Pos,nhạc quá xịn  tại sao lại ý kiến tiêu cực ,"['nhạc', 'quá', 'xịn', 'tại', 'sao', 'lại', 'ý', 'kiến', 'tiêu', 'cực']"
"Nhạc này xịn phết, sao lại có người nói là okok?",Pos,nhạc xịn phết  sao lại người nói okok ,"['nhạc', 'xịn', 'phết', 'sao', 'lại', 'người', 'nói', 'okok']"
Nhạc này yummy quá Chi ơi,Pos,nhạc yummy quá chi ơi,"['nhạc', 'yummy', 'quá', 'chi', 'ơi']"
Nhạc nghe bắt tai. MV đầu tư,Pos,nhạc nghe bắt tai  mv đầu tư,"['nhạc', 'nghe', 'bắt', 'tai', 'mv', 'đầu', 'tư']"
Nhạc nghe có j đó rất biệt . Hay quá … mong mono thành công rực rỡ,Pos,nhạc nghe j đó rất biệt  hay quá … mong mono thành công rực rỡ,"['nhạc', 'nghe', 'j', 'đó', 'rất', 'biệt', 'hay', 'quá', '…', 'mong', 'mono', 'thành', 'công', 'rực', 'rỡ']"
Nhạc nghe đúng chill,Pos,nhạc nghe đúng chill,"['nhạc', 'nghe', 'đúng', 'chill']"
"Nhạc nghe hay mà, còn lời thì đối với mình bình thường, tùy mỗi đối tượng thôi",Pos,nhạc nghe hay mà  còn lời đối với mình bình thường  tùy mỗi đối tượng thôi,"['nhạc', 'nghe', 'hay', 'mà', 'còn', 'lời', 'đối', 'với', 'mình', 'bình', 'thường', 'tùy', 'mỗi', 'đối', 'tượng', 'thôi']"
Nhạc nghe rất catchy,Pos,nhạc nghe rất catchy,"['nhạc', 'nghe', 'rất', 'catchy']"
Nhạc nghe rất giải trí,Pos,nhạc nghe rất giải trí,"['nhạc', 'nghe', 'rất', 'giải', 'trí']"
"Nhạc nghe vui tai khá hay phần hát thực sự bật to và lắng tai nghe nhưng vẫn không nghe rõ lời nghe được từ ""sashimi"" và ""ăn em đi"" thôi nhạc Việt mà thấy khó nghe với người Việt quá vậy (đây chỉ là góp ý chân thành của mình thôi)",Pos,nhạc nghe vui tai khá hay phần hát thực sự bật lắng tai nghe nhưng vẫn không nghe rõ lời nghe  sashimi   ăn em đi  thôi nhạc việt mà thấy khó nghe người việt quá vậy  đây chỉ góp ý chân thành của mình thôi ,"['nhạc', 'nghe', 'vui', 'tai', 'khá', 'hay', 'phần', 'hát', 'thực', 'sự', 'bật', 'lắng', 'tai', 'nghe', 'nhưng', 'vẫn', 'không', 'nghe', 'rõ', 'lời', 'nghe', 'sashimi', 'ăn', 'em', 'đi', 'thôi', 'nhạc', 'việt', 'mà', 'thấy', 'khó', 'nghe', 'người', 'việt', 'quá', 'vậy', 'đây', 'chỉ', 'góp', 'ý', 'chân', 'thành', 'của', 'mình', 'thôi']"
Nhạc rất bánh cuốn,Pos,nhạc rất bánh cuốn,"['nhạc', 'rất', 'bánh', 'cuốn']"
"Nhạc rất hay, mình nghe quài nà vẫn thấy nghiện",Pos,nhạc rất hay  mình nghe quài nà vẫn thấy nghiện,"['nhạc', 'rất', 'hay', 'mình', 'nghe', 'quài', 'nà', 'vẫn', 'thấy', 'nghiện']"
Nhạc rất hay. T mới nghe tầm 5s là đã thấy giai điệu cuốn hút rồi. Keep it up!,Neu,nhạc rất hay  mới nghe tầm 5 thấy giai điệu cuốn hút rồi  keep ,"['nhạc', 'rất', 'hay', 'mới', 'nghe', 'tầm', '5', 'thấy', 'giai', 'điệu', 'cuốn', 'hút', 'rồi', 'keep']"
Nhạc rất hợp vs gojo :)),Neg,nhạc rất hợp vs gojo ,"['nhạc', 'rất', 'hợp', 'vs', 'gojo']"
"Nhạc sĩ nào sáng tác được bài hát hay thế nhỷ , tìm được thêm giọng ca hợp đến lạ đúng là a ma zing gút chóp",Neu,nhạc sĩ nào sáng tác bài hát hay thế nhỷ  tìm thêm giọng ca hợp đến lạ đúng a ma zing gút chóp,"['nhạc', 'sĩ', 'nào', 'sáng', 'tác', 'bài', 'hát', 'hay', 'thế', 'nhỷ', 'tìm', 'thêm', 'giọng', 'ca', 'hợp', 'đến', 'lạ', 'đúng', 'a', 'ma', 'zing', 'gút', 'chóp']"
Nhạc slay~ mà Linda múa cháy thiệt sự,Pos,nhạc slay ~ mà linda múa cháy thiệt sự,"['nhạc', 'slay', '~', 'mà', 'linda', 'múa', 'cháy', 'thiệt', 'sự']"
Nhạc tẩm đá,Pos,nhạc tẩm đá,"['nhạc', 'tẩm', 'đá']"
Nhạc thì hay mà ghép cái lời vô nghĩa mà còn đồi truỵ,Pos,nhạc hay mà ghép cái lời vô nghĩa mà còn đồi trụy,"['nhạc', 'hay', 'mà', 'ghép', 'cái', 'lời', 'vô', 'nghĩa', 'mà', 'còn', 'đồi', 'trụy']"
Nhạc vẫn hay như mọi khi ạ Nhưng nửa đầu mv hơi ... Thích khúc đi trên đũa đến cuối thuii,Pos,nhạc vẫn hay như mọi khi ạ nhưng nửa đầu mv hơi  thích khúc đi trên đũa đến cuối thuii,"['nhạc', 'vẫn', 'hay', 'như', 'mọi', 'khi', 'ạ', 'nhưng', 'nửa', 'đầu', 'mv', 'hơi', 'thích', 'khúc', 'đi', 'trên', 'đũa', 'đến', 'cuối', 'thuii']"
Nhạc vừa hay có thêm mẹ linda keo,Pos,nhạc vừa hay thêm mẹ linda keo,"['nhạc', 'vừa', 'hay', 'thêm', 'mẹ', 'linda', 'keo']"
Nhanh ghê,Pos,nhanh ghê,"['nhanh', 'ghê']"
Nhge lần đầu xem thử giống nâng chén tiêu sầu ở chỗ nào?nhg k bít giống ở chỗ nào,Pos,nhge lần đầu xem thử giống nâng chén tiêu sầu chỗ nào  nhg k bít giống chỗ nào,"['nhge', 'lần', 'đầu', 'xem', 'thử', 'giống', 'nâng', 'chén', 'tiêu', 'sầu', 'chỗ', 'nào', 'nhg', 'k', 'bít', 'giống', 'chỗ', 'nào']"
Nhiều người chê nhưng hay mà,Pos,nhiều người chê nhưng hay mà,"['nhiều', 'người', 'chê', 'nhưng', 'hay', 'mà']"
"Nhiều người nói MV này nổi là nhờ Linda, mà nói thật thì ko có Linda thì MV này vẫn nổi như cồn",Pos,nhiều người nói mv nổi nhờ linda  mà nói thật ko linda mv vẫn nổi như cồn,"['nhiều', 'người', 'nói', 'mv', 'nổi', 'nhờ', 'linda', 'mà', 'nói', 'thật', 'ko', 'linda', 'mv', 'vẫn', 'nổi', 'như', 'cồn']"
nhìn bả tròn mà dễ thương,Pos,nhìn bả tròn mà dễ thương,"['nhìn', 'bả', 'tròn', 'mà', 'dễ', 'thương']"
Nhịp điệu hay quá chị ơi,Pos,nhịp điệu hay quá chị ơi,"['nhịp', 'điệu', 'hay', 'quá', 'chị', 'ơi']"
Nhớ năm 2017 quá,Pos,nhớ năm 2017 quá,"['nhớ', 'năm', '2017', 'quá']"
"nhớ ngày xưa, nhớ các bạn bè",Neu,nhớ ngày xưa  nhớ bạn bè,"['nhớ', 'ngày', 'xưa', 'nhớ', 'bạn', 'bè']"
Nhờ Nhật Lệ mà biết 1 siêu phẩm,Pos,nhờ nhật lệ mà biết 1 siêu phẩm,"['nhờ', 'nhật', 'lệ', 'mà', 'biết', '1', 'siêu', 'phẩm']"
Nhờ TV thời sự mà tôi biết đến Thủy thủ mặt trăng của Việt Nam . Hnay nghe thật là sự rất đỉnh. ... Sashimi Kimochi uuuuuuuuu,Pos,nhờ tv thời sự mà tôi biết đến thủy thủ mặt trăng của việt nam  hnay nghe thật sự rất đỉnh   sashimi kimochi uuuuuuuuu,"['nhờ', 'tv', 'thời', 'sự', 'mà', 'tôi', 'biết', 'đến', 'thủy', 'thủ', 'mặt', 'trăng', 'của', 'việt', 'nam', 'hnay', 'nghe', 'thật', 'sự', 'rất', 'đỉnh', 'sashimi', 'kimochi', 'uuuuuuuuu']"
nhoăm nhoăm đến giờ zẫn xem =))))),Pos,nhoăm nhoăm đến giờ zẫn xem =,"['nhoăm', 'nhoăm', 'đến', 'giờ', 'zẫn', 'xem', '=']"
